OrderID,OrderDate,Year,Month,Quarter,CustomerID,SalespersonID,Region,Country,ProductCategory,ProductName,Quantity,UnitPrice_USD,SubTotal_USD,DiscountRate,DiscountAmt_USD,TaxRate,TaxAmt_USD,ShippingCost_USD,TotalAmount_USD,ProfitMargin,Profit_USD,PaymentMethod,ShippingMethod,DeliveryDays,ReturnFlag,CustomerRating
ORD002183,2023-05-29,2023,5,Q2,CUST00984,SP008,Middle East,Egypt,Groceries,Tea Bags,10,7.04,70.35,0.1,7.04,0.16,10.13,12.58,73.44,0.3786,27.8,Installment,Standard,2,Yes,4.0
ORD002184,2024-07-02,2024,7,Q3,CUST00452,SP040,Middle East,Egypt,Sports,Bicycle,14,173.77,2432.71,0.05,121.64,0.16,369.77,7.05,2680.84,0.2811,753.58,Installment,Same Day,6,No,3.4
ORD002185,2022-02-08,2022,2,Q1,CUST00898,SP009,West Africa,Nigeria,Clothing,T-Shirt,8,14.9,119.18,0.15,17.88,0.16,16.21,5.88,117.51,0.0924,10.86,Mobile Money,Standard,6,No,1.9
ORD002186,2024-10-16,2024,10,Q4,CUST00274,SP025,East Africa,South Africa,Furniture,Standing Desk,20,388.47,7769.43,0.0,0.0,0.16,1243.11,19.69,9012.54,0.2255,2032.33,Mobile Money,Standard,6,No,2.7
ORD002187,2022-11-01,2022,11,Q4,CUST00036,SP015,Europe,Kenya,Sports,Dumbbells Set,6,102.39,614.36,0.05,30.72,0.16,93.38,15.89,677.02,0.2309,156.32,Mobile Money,Same Day,9,No,4.4
ORD002188,2022-01-02,2022,1,Q1,CUST00481,SP012,North Africa,Kenya,Clothing,Formal Shirt,4,40.08,160.31,0.0,0.0,0.16,25.65,9.39,185.96,0.3437,63.91,Cash,Standard,12,No,3.2
ORD002189,2022-03-19,2022,3,Q1,CUST00996,SP003,West Africa,Germany,Sports,Dumbbells Set,11,106.27,1169.01,0.25,292.25,0.16,140.28,6.53,1017.04,0.161,163.74,Installment,Express,5,No,1.5
ORD002190,2024-03-10,2024,3,Q1,CUST00788,SP027,North Africa,Tanzania,Electronics,Tablet,20,169.88,3397.53,0.0,0.0,0.16,543.6,22.19,3941.13,0.2357,928.92,Bank Transfer,Express,6,No,4.0
ORD002191,2023-06-30,2023,6,Q2,CUST00449,SP028,Southern Africa,Uganda,Beauty,Shampoo,15,8.85,132.82,0.0,0.0,0.16,21.25,5.14,154.07,0.1071,16.5,Bank Transfer,Economy,5,No,1.5
ORD002192,2022-11-07,2022,11,Q4,CUST01130,SP022,North Africa,Egypt,Electronics,Smartphone,19,267.97,5091.38,0.25,1272.84,0.16,610.97,15.43,4429.51,0.1221,540.84,Mobile Money,Economy,5,No,2.4
ORD002193,2023-11-07,2023,11,Q4,CUST01044,SP023,West Africa,UAE,Beauty,Lipstick,17,13.88,235.99,0.1,23.6,0.16,33.98,16.04,246.37,0.3499,86.2,Cash,Express,12,No,1.4
ORD002194,2024-03-12,2024,3,Q1,CUST00297,SP012,Europe,Ethiopia,Beauty,Lipstick,20,12.72,254.48,0.1,25.45,0.16,36.64,21.71,265.67,0.2581,68.57,Installment,Same Day,14,No,2.6
ORD002195,2022-01-08,2022,1,Q1,CUST00225,SP002,West Africa,Kenya,Electronics,Laptop,5,378.09,1890.46,0.15,283.57,0.16,257.1,3.31,1863.99,0.2112,393.67,Installment,Economy,10,No,4.4
ORD002196,2024-11-21,2024,11,Q4,CUST00549,SP028,East Africa,Kenya,Groceries,Rice 5kg,14,9.05,126.64,0.2,25.33,0.16,16.21,9.08,117.52,0.1705,20.04,Installment,Economy,5,No,4.1
ORD002197,2024-10-01,2024,10,Q4,CUST00760,SP016,East Africa,UAE,Clothing,Jacket,11,87.43,961.7,0.2,192.34,0.16,123.1,24.22,892.46,0.4076,363.77,Mobile Money,Same Day,5,Yes,4.6
ORD002198,2024-09-06,2024,9,Q3,CUST01070,SP005,North Africa,Egypt,Sports,Bicycle,8,170.58,1364.68,0.2,272.94,0.16,174.68,15.08,1266.42,0.2392,302.93,Bank Transfer,Same Day,3,No,3.2
ORD002199,2024-06-12,2024,6,Q2,CUST00522,SP028,North Africa,Ethiopia,Clothing,T-Shirt,12,12.78,153.32,0.15,23.0,0.16,20.85,11.61,151.17,0.2716,41.06,Bank Transfer,Same Day,12,No,3.6
ORD002200,2024-04-07,2024,4,Q2,CUST00203,SP036,Middle East,Nigeria,Electronics,Tablet,13,213.1,2770.33,0.0,0.0,0.16,443.25,9.29,3213.58,0.4147,1332.67,Cash,Same Day,11,No,3.5
ORD002201,2022-05-24,2022,5,Q2,CUST00557,SP003,Middle East,Ethiopia,Sports,Bicycle,19,208.96,3970.15,0.1,397.02,0.16,571.7,5.43,4144.83,0.336,1392.66,Credit Card,Same Day,1,No,1.2
ORD002202,2023-04-08,2023,4,Q2,CUST01058,SP012,West Africa,UAE,Groceries,Rice 5kg,1,7.05,7.05,0.05,0.35,0.16,1.07,6.3,7.77,0.2084,1.62,Cash,Same Day,3,No,3.4
ORD002203,2022-01-07,2022,1,Q1,CUST00636,SP011,North Africa,Germany,Groceries,Milk Powder,4,11.7,46.79,0.15,7.02,0.16,6.36,19.92,46.13,0.2692,12.42,Bank Transfer,Same Day,8,No,2.9
ORD002204,2024-02-27,2024,2,Q1,CUST00827,SP029,North Africa,Egypt,Groceries,Rice 5kg,5,8.39,41.94,0.25,10.48,0.16,5.03,7.62,36.49,0.2144,7.82,Bank Transfer,Same Day,7,No,2.4
ORD002205,2024-09-14,2024,9,Q3,CUST00042,SP013,Middle East,Kenya,Furniture,Standing Desk,4,374.09,1496.36,0.05,74.82,0.16,227.45,7.06,1648.99,0.2683,442.42,Installment,Express,12,No,1.6
ORD002206,2022-09-06,2022,9,Q3,CUST00129,SP009,Middle East,Nigeria,Groceries,Cooking Oil 2L,11,4.54,49.89,0.15,7.48,0.16,6.79,9.34,49.2,0.2999,14.76,Credit Card,Express,14,Yes,1.5
ORD002207,2024-01-06,2024,1,Q1,CUST01162,SP031,North Africa,Kenya,Beauty,Lipstick,13,13.73,178.47,0.0,0.0,0.16,28.56,19.4,207.03,0.4116,85.21,Installment,Economy,11,No,3.0
ORD002208,2023-11-14,2023,11,Q4,CUST00220,SP023,Europe,UAE,Sports,Yoga Mat,8,26.02,208.14,0.05,10.41,0.16,31.64,11.67,229.37,0.3288,75.42,Credit Card,Standard,5,No,1.7
ORD002209,2023-09-13,2023,9,Q3,CUST00495,SP002,East Africa,Ethiopia,Beauty,Perfume,4,67.2,268.79,0.1,26.88,0.16,38.71,2.65,280.62,0.317,88.96,Mobile Money,Economy,6,No,4.0
ORD002210,2024-03-31,2024,3,Q1,CUST00580,SP022,Europe,Egypt,Electronics,Smart Watch,7,124.72,873.03,0.0,0.0,0.16,139.68,13.8,1012.71,0.1129,114.33,Installment,Express,3,Yes,4.1
ORD002211,2022-04-24,2022,4,Q2,CUST00517,SP019,Middle East,Nigeria,Clothing,T-Shirt,13,13.08,170.0,0.15,25.5,0.16,23.12,8.4,167.62,0.1886,31.61,Cash,Economy,5,No,2.2
ORD002212,2022-07-05,2022,7,Q3,CUST00501,SP029,West Africa,Kenya,Sports,Running Shoes,7,77.93,545.49,0.2,109.1,0.16,69.82,12.54,506.21,0.1754,88.79,Cash,Economy,1,No,3.5
ORD002213,2024-01-19,2024,1,Q1,CUST01139,SP040,Southern Africa,Egypt,Clothing,Sneakers,14,70.26,983.58,0.2,196.72,0.16,125.9,22.32,912.76,0.1142,104.24,Mobile Money,Economy,14,No,1.2
ORD002214,2024-12-30,2024,12,Q4,CUST01177,SP005,East Africa,Ethiopia,Furniture,Office Chair,17,151.82,2580.95,0.0,0.0,0.16,412.95,6.53,2993.9,0.3764,1126.9,Credit Card,Standard,11,No,4.6
ORD002215,2023-11-28,2023,11,Q4,CUST01086,SP006,West Africa,Nigeria,Clothing,Formal Shirt,18,36.97,665.39,0.15,99.81,0.16,90.49,9.79,656.07,0.3565,233.89,Credit Card,Standard,4,No,3.5
ORD002216,2022-06-14,2022,6,Q2,CUST00375,SP023,North Africa,Ghana,Sports,Bicycle,17,184.8,3141.66,0.2,628.33,0.16,402.13,23.74,2915.46,0.3487,1016.62,Installment,Standard,11,No,2.4
ORD002217,2024-07-30,2024,7,Q3,CUST01018,SP005,Southern Africa,UAE,Groceries,Tea Bags,17,6.11,103.91,0.25,25.98,0.16,12.47,19.79,90.4,0.14,12.66,Cash,Express,9,No,3.2
ORD002218,2023-08-17,2023,8,Q3,CUST01083,SP007,Southern Africa,UAE,Beauty,Face Cream,16,17.1,273.67,0.0,0.0,0.16,43.79,8.31,317.46,0.2839,90.13,Mobile Money,Economy,3,No,2.4
ORD002219,2023-02-20,2023,2,Q1,CUST00007,SP027,Southern Africa,Kenya,Electronics,Smart Watch,6,131.8,790.82,0.1,79.08,0.16,113.88,4.45,825.62,0.2593,214.08,Bank Transfer,Standard,5,No,1.3
ORD002220,2022-12-28,2022,12,Q4,CUST00306,SP015,Middle East,Kenya,Groceries,Tea Bags,11,6.22,68.43,0.2,13.69,0.16,8.76,23.48,63.5,0.2883,18.31,Mobile Money,Standard,2,No,2.0
ORD002221,2022-03-22,2022,3,Q1,CUST00041,SP034,Europe,Egypt,Beauty,Perfume,1,57.36,57.36,0.1,5.74,0.16,8.26,5.34,59.88,0.3477,20.82,Installment,Express,4,No,1.0
ORD002222,2024-02-26,2024,2,Q1,CUST00671,SP027,Middle East,UAE,Sports,Bicycle,6,211.99,1271.95,0.15,190.79,0.16,172.99,10.39,1254.15,0.1119,140.34,Credit Card,Standard,9,No,4.1
ORD002223,2023-01-27,2023,1,Q1,CUST01135,SP006,West Africa,South Africa,Groceries,Coffee Pack,8,8.98,71.82,0.1,7.18,0.16,10.34,9.63,74.98,0.145,10.87,Cash,Economy,12,No,4.9
ORD002224,2023-09-05,2023,9,Q3,CUST00860,SP027,Europe,Ethiopia,Beauty,Sunscreen,12,12.76,153.17,0.0,0.0,0.16,24.51,4.67,177.68,0.1756,31.2,Installment,Economy,3,No,2.2
ORD002225,2024-03-09,2024,3,Q1,CUST01164,SP020,Europe,Germany,Sports,Running Shoes,3,63.08,189.25,0.2,37.85,0.16,24.22,4.32,175.62,0.24,42.15,Cash,Standard,13,No,3.9
ORD002226,2022-08-07,2022,8,Q3,CUST00699,SP021,Middle East,Uganda,Furniture,Sofa,10,425.75,4257.52,0.1,425.75,0.16,613.08,8.49,4444.85,0.2791,1240.56,Cash,Same Day,2,No,3.1
ORD002227,2024-01-06,2024,1,Q1,CUST00003,SP023,East Africa,Nigeria,Groceries,Tea Bags,10,7.17,71.75,0.0,0.0,0.16,11.48,10.47,83.23,0.1838,15.3,Credit Card,Express,2,No,1.1
ORD002228,2024-09-23,2024,9,Q3,CUST00986,SP002,Europe,South Africa,Furniture,Standing Desk,8,375.14,3001.13,0.1,300.11,0.16,432.16,24.29,3133.18,0.1173,367.52,Bank Transfer,Standard,13,No,4.9
ORD002229,2022-06-23,2022,6,Q2,CUST00397,SP003,North Africa,South Africa,Electronics,Tablet,6,192.41,1154.44,0.05,57.72,0.16,175.48,14.34,1272.2,0.2525,321.23,Credit Card,Standard,11,No,4.8
ORD002230,2024-06-15,2024,6,Q2,CUST00384,SP009,Southern Africa,Germany,Beauty,Perfume,4,76.48,305.92,0.1,30.59,0.16,44.05,22.91,319.38,0.1002,32.0,Credit Card,Same Day,5,Yes,4.6
ORD002231,2023-01-24,2023,1,Q1,CUST00223,SP024,West Africa,Kenya,Electronics,Smartphone,9,223.66,2012.94,0.05,100.65,0.16,305.97,4.96,2218.26,0.2036,451.64,Installment,Same Day,4,No,2.3
ORD002232,2022-10-14,2022,10,Q4,CUST00628,SP010,Europe,Kenya,Sports,Running Shoes,15,60.18,902.66,0.0,0.0,0.16,144.43,7.49,1047.09,0.095,99.47,Credit Card,Express,12,No,1.5
ORD002233,2022-03-15,2022,3,Q1,CUST00871,SP037,West Africa,Ghana,Clothing,Sneakers,16,87.11,1393.8,0.2,278.76,0.16,178.41,5.74,1293.45,0.1544,199.71,Cash,Express,3,No,2.3
ORD002234,2023-01-31,2023,1,Q1,CUST00515,SP025,East Africa,Ethiopia,Groceries,Rice 5kg,2,8.53,17.06,0.1,1.71,0.16,2.46,10.63,17.81,0.1175,2.09,Mobile Money,Standard,5,No,3.9
ORD002235,2022-02-21,2022,2,Q1,CUST00557,SP004,Middle East,Ethiopia,Sports,Running Shoes,4,81.66,326.66,0.1,32.67,0.16,47.04,23.1,341.03,0.2318,79.05,Credit Card,Standard,5,No,2.9
ORD002236,2023-05-04,2023,5,Q2,CUST00409,SP004,Southern Africa,UAE,Clothing,Jacket,2,72.23,144.47,0.15,21.67,0.16,19.65,8.76,142.45,0.16,22.79,Bank Transfer,Standard,14,Yes,4.7
ORD002237,2024-09-28,2024,9,Q3,CUST00824,SP007,East Africa,South Africa,Beauty,Perfume,8,67.82,542.56,0.05,27.13,0.16,82.47,15.7,597.9,0.0986,58.95,Cash,Express,1,No,1.1
ORD002238,2024-03-07,2024,3,Q1,CUST01158,SP017,Europe,Nigeria,Beauty,Sunscreen,11,15.71,172.86,0.1,17.29,0.16,24.89,23.06,180.46,0.1814,32.74,Cash,Express,10,No,4.8
ORD002239,2022-05-10,2022,5,Q2,CUST01156,SP002,West Africa,UAE,Electronics,Laptop,6,375.92,2255.54,0.0,0.0,0.16,360.89,13.56,2616.43,0.3835,1003.4,Mobile Money,Express,1,No,4.8
ORD002240,2023-09-23,2023,9,Q3,CUST00731,SP019,East Africa,Germany,Clothing,Sneakers,10,78.08,780.81,0.05,39.04,0.16,118.68,14.14,860.45,0.3664,315.27,Credit Card,Standard,11,No,4.1
ORD002241,2024-10-20,2024,10,Q4,CUST00197,SP016,Southern Africa,Ethiopia,Beauty,Perfume,4,63.18,252.71,0.1,25.27,0.16,36.39,14.71,263.83,0.3802,100.31,Cash,Express,10,Yes,3.0
ORD002242,2024-12-29,2024,12,Q4,CUST00779,SP035,Europe,Uganda,Clothing,Jeans,3,45.82,137.47,0.15,20.62,0.16,18.7,8.45,135.55,0.2131,28.89,Bank Transfer,Standard,3,No,2.4
ORD002243,2024-07-09,2024,7,Q3,CUST00967,SP023,Europe,UAE,Groceries,Milk Powder,12,11.78,141.33,0.25,35.33,0.16,16.96,11.62,122.96,0.3788,46.58,Cash,Standard,5,No,4.8
ORD002244,2022-02-03,2022,2,Q1,CUST00402,SP024,Southern Africa,Egypt,Electronics,Headphones,1,64.09,64.09,0.15,9.61,0.16,8.72,21.49,63.2,0.4035,25.5,Installment,Economy,9,No,3.8
ORD002245,2022-03-17,2022,3,Q1,CUST00502,SP016,East Africa,UAE,Electronics,Headphones,14,58.85,823.92,0.0,0.0,0.16,131.83,11.19,955.75,0.4057,387.75,Mobile Money,Same Day,11,No,4.1
ORD002246,2023-11-26,2023,11,Q4,CUST00666,SP001,West Africa,Germany,Electronics,Tablet,11,158.35,1741.82,0.0,0.0,0.16,278.69,11.63,2020.51,0.1222,246.91,Cash,Same Day,6,Yes,4.2
ORD002247,2022-04-25,2022,4,Q2,CUST00094,SP022,Southern Africa,Egypt,Groceries,Tea Bags,8,7.04,56.35,0.1,5.64,0.16,8.11,4.67,58.82,0.36,21.18,Mobile Money,Economy,6,No,4.4
ORD002248,2023-11-23,2023,11,Q4,CUST00689,SP017,East Africa,Egypt,Sports,Dumbbells Set,13,78.98,1026.72,0.0,0.0,0.16,164.28,12.66,1191.0,0.1944,231.53,Installment,Express,8,No,3.0
ORD002249,2022-03-29,2022,3,Q1,CUST00731,SP013,North Africa,Nigeria,Groceries,Rice 5kg,2,6.83,13.66,0.25,3.42,0.16,1.64,3.91,11.88,0.2329,2.77,Cash,Same Day,1,No,4.8
ORD002250,2024-04-10,2024,4,Q2,CUST00966,SP019,East Africa,UAE,Sports,Yoga Mat,6,23.62,141.73,0.05,7.09,0.16,21.54,8.15,156.18,0.3029,47.31,Bank Transfer,Standard,14,No,2.2
ORD002251,2022-08-31,2022,8,Q3,CUST00494,SP012,East Africa,UAE,Clothing,Sneakers,14,75.77,1060.83,0.1,106.08,0.16,152.76,24.53,1107.51,0.3376,373.9,Cash,Economy,13,No,4.2
ORD002252,2023-03-10,2023,3,Q1,CUST01091,SP019,North Africa,UAE,Sports,Running Shoes,4,66.61,266.45,0.0,0.0,0.16,42.63,22.81,309.08,0.3859,119.27,Cash,Same Day,7,No,1.5
ORD002253,2024-12-07,2024,12,Q4,CUST00683,SP028,Southern Africa,Kenya,Electronics,Headphones,2,67.83,135.67,0.05,6.78,0.16,20.62,16.29,149.51,0.4057,60.66,Bank Transfer,Economy,3,No,2.5
ORD002254,2024-07-27,2024,7,Q3,CUST01010,SP002,Southern Africa,South Africa,Furniture,Bookshelf,3,76.03,228.1,0.0,0.0,0.16,36.5,18.39,264.6,0.3418,90.44,Credit Card,Economy,6,No,2.8
ORD002255,2022-11-02,2022,11,Q4,CUST00467,SP026,East Africa,Germany,Clothing,Jacket,20,80.32,1606.31,0.0,0.0,0.16,257.01,7.46,1863.32,0.1617,301.3,Installment,Same Day,13,No,3.2
ORD002256,2023-04-23,2023,4,Q2,CUST00883,SP006,North Africa,Tanzania,Groceries,Cooking Oil 2L,18,4.26,76.73,0.1,7.67,0.16,11.05,5.31,80.11,0.2529,20.26,Credit Card,Economy,14,No,1.3
ORD002257,2022-05-28,2022,5,Q2,CUST01152,SP029,West Africa,Ethiopia,Furniture,Standing Desk,7,406.82,2847.77,0.25,711.94,0.16,341.73,14.67,2477.56,0.1975,489.32,Bank Transfer,Standard,3,No,2.6
ORD002258,2022-03-17,2022,3,Q1,CUST00034,SP039,East Africa,Tanzania,Furniture,Coffee Table,4,112.92,451.67,0.0,0.0,0.16,72.27,22.65,523.94,0.3741,196.01,Installment,Economy,7,No,2.2
ORD002259,2022-10-17,2022,10,Q4,CUST00157,SP002,Middle East,Nigeria,Beauty,Face Cream,15,18.69,280.3,0.2,56.06,0.16,35.88,21.14,260.12,0.2484,64.61,Mobile Money,Standard,13,No,2.8
ORD002260,2024-09-28,2024,9,Q3,CUST00212,SP001,West Africa,UAE,Furniture,Office Chair,12,157.34,1888.04,0.0,0.0,0.16,302.09,15.55,2190.13,0.3712,812.98,Cash,Standard,6,No,3.9
ORD002261,2022-02-09,2022,2,Q1,CUST01158,SP013,Europe,Tanzania,Beauty,Face Cream,8,16.81,134.49,0.1,13.45,0.16,19.37,24.65,140.41,0.4112,57.74,Cash,Express,10,No,1.6
ORD002262,2024-08-23,2024,8,Q3,CUST00281,SP024,Middle East,Nigeria,Furniture,Coffee Table,8,126.82,1014.57,0.05,50.73,0.16,154.21,7.7,1118.05,0.1778,198.79,Mobile Money,Standard,14,No,3.7
ORD002263,2022-04-04,2022,4,Q2,CUST00474,SP020,Southern Africa,Kenya,Groceries,Coffee Pack,7,11.53,80.74,0.05,4.04,0.16,12.27,19.64,88.97,0.0899,8.0,Credit Card,Standard,10,No,2.4
ORD002264,2023-05-13,2023,5,Q2,CUST00842,SP036,East Africa,Nigeria,Clothing,T-Shirt,18,14.49,260.79,0.05,13.04,0.16,39.64,8.52,287.39,0.1529,43.94,Bank Transfer,Standard,8,No,2.2
ORD002265,2022-09-25,2022,9,Q3,CUST00090,SP035,East Africa,Tanzania,Sports,Tennis Racket,18,52.96,953.2,0.1,95.32,0.16,137.26,24.41,995.14,0.2975,296.05,Mobile Money,Standard,6,No,2.6
ORD002266,2022-01-30,2022,1,Q1,CUST00420,SP036,North Africa,Tanzania,Furniture,Office Chair,6,139.82,838.9,0.1,83.89,0.16,120.8,8.09,875.81,0.3551,311.0,Mobile Money,Economy,7,No,4.4
ORD002267,2022-12-19,2022,12,Q4,CUST00957,SP027,North Africa,Kenya,Beauty,Perfume,16,57.93,926.92,0.05,46.35,0.16,140.89,10.41,1021.46,0.3345,341.68,Credit Card,Economy,6,No,1.3
ORD002268,2022-04-13,2022,4,Q2,CUST00845,SP023,Middle East,Germany,Clothing,T-Shirt,15,14.59,218.79,0.25,54.7,0.16,26.25,12.96,190.34,0.353,67.19,Installment,Standard,3,No,3.3
ORD002269,2023-09-22,2023,9,Q3,CUST01096,SP010,Europe,Nigeria,Beauty,Perfume,6,75.56,453.34,0.15,68.0,0.16,61.65,9.4,446.99,0.3944,176.29,Installment,Economy,11,No,3.9
ORD002270,2022-07-19,2022,7,Q3,CUST00149,SP015,North Africa,South Africa,Sports,Tennis Racket,13,40.79,530.29,0.0,0.0,0.16,84.85,8.34,615.14,0.1563,96.15,Cash,Standard,2,No,3.5
ORD002271,2024-07-23,2024,7,Q3,CUST00211,SP015,West Africa,Tanzania,Electronics,Smart Watch,9,119.47,1075.19,0.2,215.04,0.16,137.62,12.82,997.77,0.097,96.78,Cash,Standard,3,No,3.1
ORD002272,2022-12-16,2022,12,Q4,CUST01124,SP009,North Africa,Germany,Furniture,Bookshelf,12,85.48,1025.76,0.05,51.29,0.16,155.92,20.78,1130.39,0.1916,216.58,Cash,Economy,1,No,3.5
ORD002273,2022-05-11,2022,5,Q2,CUST00904,SP013,North Africa,Tanzania,Electronics,Laptop,16,454.19,7267.11,0.0,0.0,0.16,1162.74,19.8,8429.85,0.3703,3121.57,Cash,Same Day,14,No,2.4
ORD002274,2022-08-06,2022,8,Q3,CUST00278,SP006,East Africa,Nigeria,Sports,Bicycle,7,233.36,1633.49,0.15,245.02,0.16,222.16,12.22,1610.63,0.3275,527.48,Cash,Economy,6,No,2.7
ORD002275,2022-08-22,2022,8,Q3,CUST00453,SP010,North Africa,Germany,Electronics,Smart Watch,8,143.66,1149.26,0.05,57.46,0.16,174.69,9.2,1266.49,0.0912,115.5,Mobile Money,Standard,7,No,2.6
ORD002276,2024-10-15,2024,10,Q4,CUST00440,SP001,East Africa,Nigeria,Electronics,Smartphone,19,286.46,5442.76,0.25,1360.69,0.16,653.13,5.02,4735.2,0.1326,627.89,Credit Card,Express,4,No,3.3
ORD002277,2023-03-28,2023,3,Q1,CUST00448,SP011,West Africa,South Africa,Furniture,Bookshelf,20,68.27,1365.32,0.05,68.27,0.16,207.53,22.0,1504.58,0.3961,595.96,Cash,Standard,4,No,4.5
ORD002278,2022-05-10,2022,5,Q2,CUST00760,SP018,Europe,Ghana,Sports,Running Shoes,1,69.13,69.13,0.0,0.0,0.16,11.06,22.38,80.19,0.2487,19.94,Cash,Economy,10,No,2.9
ORD002279,2023-02-20,2023,2,Q1,CUST00199,SP023,Europe,UAE,Beauty,Lipstick,11,13.79,151.67,0.15,22.75,0.16,20.63,3.54,149.55,0.2976,44.51,Credit Card,Economy,1,No,2.6
ORD002280,2024-05-22,2024,5,Q2,CUST00075,SP034,East Africa,South Africa,Electronics,Camera,9,357.49,3217.39,0.0,0.0,0.16,514.78,19.22,3732.17,0.112,418.0,Credit Card,Economy,12,No,3.7
ORD002281,2023-11-22,2023,11,Q4,CUST00526,SP030,Europe,Ghana,Groceries,Sugar 1kg,13,1.74,22.64,0.0,0.0,0.16,3.62,22.33,26.26,0.2761,7.25,Installment,Economy,13,No,1.8
ORD002282,2024-04-03,2024,4,Q2,CUST00024,SP002,Middle East,Uganda,Furniture,Office Chair,3,145.34,436.03,0.0,0.0,0.16,69.76,18.94,505.79,0.3677,185.98,Installment,Same Day,9,No,4.6
ORD002283,2023-10-27,2023,10,Q4,CUST00838,SP004,Middle East,Kenya,Clothing,Sneakers,17,86.22,1465.82,0.1,146.58,0.16,211.08,9.81,1530.32,0.3868,591.93,Installment,Standard,9,No,4.0
ORD002284,2022-09-05,2022,9,Q3,CUST00247,SP018,North Africa,South Africa,Clothing,Jacket,9,74.48,670.31,0.0,0.0,0.16,107.25,11.87,777.56,0.2332,181.33,Installment,Economy,7,Yes,2.4
ORD002285,2022-10-09,2022,10,Q4,CUST00575,SP015,Southern Africa,Germany,Groceries,Tea Bags,18,5.43,97.72,0.0,0.0,0.16,15.64,8.91,113.36,0.2795,31.68,Installment,Standard,10,No,1.8
ORD002286,2023-10-21,2023,10,Q4,CUST00922,SP036,Southern Africa,South Africa,Clothing,Dress,16,64.06,1025.04,0.0,0.0,0.16,164.01,14.48,1189.05,0.3281,390.13,Mobile Money,Standard,12,No,3.6
ORD002287,2023-03-13,2023,3,Q1,CUST00429,SP040,Southern Africa,Ethiopia,Clothing,Sneakers,7,76.52,535.63,0.0,0.0,0.16,85.7,22.47,621.33,0.2157,134.02,Credit Card,Standard,5,No,4.8
ORD002288,2022-04-04,2022,4,Q2,CUST00192,SP018,Middle East,Germany,Electronics,Smartphone,18,234.88,4227.83,0.15,634.17,0.16,574.99,17.44,4168.65,0.1794,747.86,Credit Card,Standard,8,No,4.5
ORD002289,2022-12-22,2022,12,Q4,CUST00698,SP004,Middle East,Uganda,Clothing,T-Shirt,15,15.75,236.26,0.05,11.81,0.16,35.91,12.54,260.36,0.1103,28.72,Cash,Same Day,11,No,1.3
ORD002290,2023-11-19,2023,11,Q4,CUST00485,SP035,Southern Africa,Ethiopia,Clothing,Jeans,5,45.83,229.13,0.0,0.0,0.16,36.66,21.79,265.79,0.1464,38.91,Credit Card,Standard,11,No,2.1
ORD002291,2022-05-10,2022,5,Q2,CUST00244,SP012,North Africa,Ghana,Sports,Yoga Mat,2,25.42,50.84,0.0,0.0,0.16,8.13,2.02,58.97,0.4141,24.42,Bank Transfer,Express,6,No,3.7
ORD002292,2022-09-05,2022,9,Q3,CUST00192,SP025,West Africa,Uganda,Electronics,Smart Watch,7,106.71,746.97,0.05,37.35,0.16,113.54,8.31,823.16,0.3762,309.67,Installment,Express,2,No,3.2
ORD002293,2023-07-15,2023,7,Q3,CUST00513,SP021,West Africa,Tanzania,Furniture,Bookshelf,15,80.54,1208.15,0.25,302.04,0.16,144.98,12.03,1051.09,0.1978,207.91,Bank Transfer,Same Day,9,No,1.8
ORD002294,2022-10-17,2022,10,Q4,CUST01100,SP038,Europe,South Africa,Sports,Tennis Racket,18,39.81,716.57,0.0,0.0,0.16,114.65,15.63,831.22,0.3623,301.15,Bank Transfer,Economy,13,Yes,4.5
ORD002295,2024-04-30,2024,4,Q2,CUST00494,SP021,North Africa,Germany,Beauty,Sunscreen,6,13.66,81.98,0.15,12.3,0.16,11.15,24.9,80.83,0.34,27.48,Cash,Standard,11,No,4.9
ORD002296,2022-12-11,2022,12,Q4,CUST00091,SP012,Middle East,Uganda,Sports,Tennis Racket,8,45.12,360.98,0.15,54.15,0.16,49.09,16.71,355.92,0.409,145.57,Bank Transfer,Economy,11,No,2.6
ORD002297,2024-01-28,2024,1,Q1,CUST00975,SP036,Europe,Uganda,Clothing,Jeans,12,35.6,427.22,0.25,106.8,0.16,51.27,10.78,371.69,0.0934,34.72,Mobile Money,Express,10,No,3.4
ORD002298,2022-12-04,2022,12,Q4,CUST00568,SP031,Europe,Egypt,Groceries,Coffee Pack,3,10.85,32.54,0.1,3.25,0.16,4.69,18.67,33.98,0.2769,9.41,Bank Transfer,Same Day,6,No,2.4
ORD002299,2024-06-17,2024,6,Q2,CUST01109,SP037,West Africa,Ethiopia,Electronics,Camera,7,312.11,2184.74,0.0,0.0,0.16,349.56,24.64,2534.3,0.3183,806.67,Installment,Economy,1,No,1.8
ORD002300,2023-05-14,2023,5,Q2,CUST00343,SP016,Middle East,Uganda,Beauty,Shampoo,19,8.73,165.89,0.0,0.0,0.16,26.54,16.06,192.43,0.362,69.66,Cash,Express,3,No,4.6
ORD002301,2022-03-25,2022,3,Q1,CUST00014,SP011,Southern Africa,UAE,Groceries,Tea Bags,17,5.43,92.38,0.05,4.62,0.16,14.04,10.09,101.8,0.3529,35.93,Mobile Money,Same Day,5,No,2.7
ORD002302,2022-10-01,2022,10,Q4,CUST01003,SP035,East Africa,Egypt,Electronics,Laptop,15,411.82,6177.34,0.05,308.87,0.16,938.96,17.69,6807.43,0.1741,1185.17,Mobile Money,Express,3,No,1.1
